Date,Year-ended non-farm average earnings per hour growth,Year-ended non-farm labour productivity per hour growth,GDPGrowth,Year-ended household consumption growth,Year-ended dwelling investment growth,Year-ended business investment growth,Year-ended public demand growth,Year-ended domestic final demand growth,Changes in inventories,Changes in inventories contribution to GDP year-ended growth,Year-ended gross national expenditure growth,Household consumption share of output,Dwelling investment share of output,Business investment share of output,Public demand share of output,Private non-financial corporations GOS share of output,Year-ended real household disposable income growth,Household saving ratio,Year-ended inflation,Year-ended inflation target,Year-ended trimmed mean inflation,Year-ended trimmed mean inflation taget,Quarterly inflation,Quarterly inflation annualised,Quarterly inflation annualised target,Quarterly trimmed mean inflation,Quarterly trimmed mean inflation annualised,Quarterly trimmed mean inflation annualised target,Business inflation expectations 3-months ahead,Interest rate,IntRateChange,USDAUD,TWI,Unemployment rate,Unemployment rate trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio,Consumer Sentiment,GDPGrowth_LAG_1,GDPGrowth_DELTA_1,GDPGrowth_LAG_3,GDPGrowth_DELTA_3,GDPGrowth_LAG_6,GDPGrowth_DELTA_6,GDPGrowth_LAG_12,GDPGrowth_DELTA_12,Year-ended inflation_LAG_1,Year-ended inflation_DELTA_1,Year-ended inflation_LAG_3,Year-ended inflation_DELTA_3,Year-ended inflation_LAG_6,Year-ended inflation_DELTA_6,Year-ended inflation_LAG_12,Year-ended inflation_DELTA_12,Year-ended inflation target_LAG_1,Year-ended inflation target_DELTA_1,Year-ended inflation target_LAG_3,Year-ended inflation target_DELTA_3,Year-ended inflation target_LAG_6,Year-ended inflation target_DELTA_6,Year-ended inflation target_LAG_12,Year-ended inflation target_DELTA_12,Year-ended trimmed mean inflation_LAG_1,Year-ended trimmed mean inflation_DELTA_1,Year-ended trimmed mean inflation_LAG_3,Year-ended trimmed mean inflation_DELTA_3,Year-ended trimmed mean inflation_LAG_6,Year-ended trimmed mean inflation_DELTA_6,Year-ended trimmed mean inflation_LAG_12,Year-ended trimmed mean inflation_DELTA_12,Year-ended trimmed mean inflation taget_LAG_1,Year-ended trimmed mean inflation taget_DELTA_1,Year-ended trimmed mean inflation taget_LAG_3,Year-ended trimmed mean inflation taget_DELTA_3,Year-ended trimmed mean inflation taget_LAG_6,Year-ended trimmed mean inflation taget_DELTA_6,Year-ended trimmed mean inflation taget_LAG_12,Year-ended trimmed mean inflation taget_DELTA_12,Quarterly trimmed mean inflation annualised target_LAG_1,Quarterly trimmed mean inflation annualised target_DELTA_1,Quarterly trimmed mean inflation annualised target_LAG_3,Quarterly trimmed mean inflation annualised target_DELTA_3,Quarterly trimmed mean inflation annualised target_LAG_6,Quarterly trimmed mean inflation annualised target_DELTA_6,Quarterly trimmed mean inflation annualised target_LAG_12,Quarterly trimmed mean inflation annualised target_DELTA_12,Interest rate_LAG_1,Interest rate_DELTA_1,Interest rate_LAG_3,Interest rate_DELTA_3,Interest rate_LAG_6,Interest rate_DELTA_6,Interest rate_LAG_12,Interest rate_DELTA_12,IntRateChange_LAG_1,IntRateChange_DELTA_1,IntRateChange_LAG_3,IntRateChange_DELTA_3,IntRateChange_LAG_6,IntRateChange_DELTA_6,IntRateChange_LAG_12,IntRateChange_DELTA_12,Unemployment rate_LAG_1,Unemployment rate_DELTA_1,Unemployment rate_LAG_3,Unemployment rate_DELTA_3,Unemployment rate_LAG_6,Unemployment rate_DELTA_6,Unemployment rate_LAG_12,Unemployment rate_DELTA_12,Average hours worked trend_LAG_1,Average hours worked trend_DELTA_1,Average hours worked trend_LAG_3,Average hours worked trend_DELTA_3,Average hours worked trend_LAG_6,Average hours worked trend_DELTA_6,Average hours worked trend_LAG_12,Average hours worked trend_DELTA_12,Job vacancies_LAG_1,Job vacancies_DELTA_1,Job vacancies_LAG_3,Job vacancies_DELTA_3,Job vacancies_LAG_6,Job vacancies_DELTA_6,Job vacancies_LAG_12,Job vacancies_DELTA_12,Consumer Sentiment_LAG_1,Consumer Sentiment_DELTA_1,Consumer Sentiment_LAG_3,Consumer Sentiment_DELTA_3,Consumer Sentiment_LAG_6,Consumer Sentiment_DELTA_6,Consumer Sentiment_LAG_12,Consumer Sentiment_DELTA_12,IntRateChangeCoded
1/3/2001,6.7,0.8,-0.4,2.9,-22.8,-4,-0.3,-0.6,2441,0.3,-0.3,58.4,4.6,12.8,23.2,15.6,2.8,0.2,5.8,3.3,2.4,-0.1,0.3,1.2,-1.3,0.6,2.4,-0.1,2.6,5,-0.5,0.4828,49.2,6.5,6.5,0.1,33.4,99.7,85.6,1,-11,-0.4,0,0.2,-0.6,0.9,-1.3,1.7,-2.1,5.8,0,6.1,-0.3,3.1,2.7,1.9,3.9,3.3,0,3.6,-0.3,0.6,2.7,-0.6,3.9,2.4,0,2.4,0,2.6,-0.2,2.3,0.1,-0.1,0,-0.1,0,0.1,-0.2,-0.2,0.1,-0.1,0,-0.1,0,-0.5,0.4,-0.1,0,5.5,-0.5,6.25,-1.25,6.25,-1.25,5.75,-0.75,-0.25,-0.25,0,-0.5,0,-0.5,0.25,-0.75,6.5,0,6.2,0.3,6,0.5,6.6,-0.1,33.4,0,33.5,-0.1,33.5,-0.1,33.8,-0.4,99.7,0,114.8,-15.1,114.4,-14.7,118.1,-18.4,3,-14,-1,-10,2,-13,3,-14,-1
1/4/2001,6.7,0.8,-0.4,2.9,-22.8,-4,-0.3,-0.6,2441,0.3,-0.3,58.4,4.6,12.8,23.2,15.6,2.8,0.2,6,3.5,2.7,0.2,1.1,4.4,1.9,1,4,1.5,1.5,5,0,0.5177,49.3,6.8,6.7,0.1,33.4,99.7,85.6,1,-10,-0.4,0,0.2,-0.6,0.9,-1.3,1.7,-2.1,5.8,0.2,5.8,0.2,6.1,-0.1,2.8,3.2,3.3,0.2,3.3,0.2,3.6,-0.1,0.3,3.2,2.4,0.3,2.4,0.3,2.4,0.3,2.5,0.2,-0.1,0.3,-0.1,0.3,-0.1,0.3,0,0.2,-0.1,1.6,-0.1,1.6,-0.1,1.6,0.3,1.2,5,0,5.75,-0.75,6.25,-1.25,6,-1,-0.5,0.5,-0.5,0.5,0,0,0.25,-0.25,6.5,0.3,6.1,0.7,6,0.8,6.4,0.4,33.4,0,33.5,-0.1,33.5,-0.1,33.8,-0.4,99.7,0,114.8,-15.1,114.4,-14.7,118.1,-18.4,-11,1,5,-15,0,-10,-2,-8,0
1/5/2001,6.3,2.1,1,3.5,-26.9,-1.7,-2.1,-0.5,1380,0.5,0,57.8,4.6,12.8,23.3,15.7,3.1,1,6,3.5,2.7,0.2,1.1,4.4,1.9,1,4,1.5,1.5,5,0,0.5084,49.7,6.9,6.8,0,33.3,94,78.9,1,-5,-0.4,1.4,-0.4,1.4,0.2,0.8,0.4,0.6,6,0,5.8,0.2,6.1,-0.1,2.8,3.2,3.5,0,3.3,0.2,3.6,-0.1,0.3,3.2,2.7,0,2.4,0.3,2.4,0.3,2.5,0.2,0.2,0,-0.1,0.3,-0.1,0.3,0,0.2,1.5,0,-0.1,1.6,-0.1,1.6,0.3,1.2,5,0,5.5,-0.5,6.25,-1.25,6,-1,0,0,-0.25,0.25,0,0,0,0,6.8,0.1,6.5,0.4,6.3,0.6,6.4,0.5,33.4,-0.1,33.4,-0.1,33.5,-0.2,33.7,-0.4,99.7,-5.7,99.7,-5.7,114.8,-20.8,115.9,-21.9,-10,5,3,-8,-4,-1,-5,0,0
1/6/2001,6.3,2.1,1,3.5,-26.9,-1.7,-2.1,-0.5,1380,0.5,0,57.8,4.6,12.8,23.3,15.7,3.1,1,6,3.5,2.7,0.2,1.1,4.4,1.9,1,4,1.5,1.5,5,0,0.5106,48.8,6.9,6.9,-0.2,33.3,94,78.9,1,6,1,0,-0.4,1.4,0.2,0.8,0.4,0.6,6,0,5.8,0.2,6.1,-0.1,2.8,3.2,3.5,0,3.3,0.2,3.6,-0.1,0.3,3.2,2.7,0,2.4,0.3,2.4,0.3,2.5,0.2,0.2,0,-0.1,0.3,-0.1,0.3,0,0.2,1.5,0,-0.1,1.6,-0.1,1.6,0.3,1.2,5,0,5,0,6.25,-1.25,6,-1,0,0,-0.5,0.5,0,0,0,0,6.9,0,6.5,0.4,6.2,0.7,6.1,0.8,33.3,0,33.4,-0.1,33.5,-0.2,33.6,-0.3,94,0,99.7,-5.7,114.8,-20.8,115.9,-21.9,-5,11,-11,17,-1,7,-2,8,0
1/7/2001,6.3,2.1,1,3.5,-26.9,-1.7,-2.1,-0.5,1380,0.5,0,57.8,4.6,12.8,23.3,15.7,3.1,1,6.1,3.6,3,0.5,0.8,3.2,0.7,0.8,3.2,0.7,2.3,5,0,0.5167,50.4,6.9,6.9,-0.4,33.2,94,78.9,1,8,1,0,-0.4,1.4,0.2,0.8,0.4,0.6,6,0.1,6,0.1,5.8,0.3,3.1,3,3.5,0.1,3.5,0.1,3.3,0.3,0.6,3,2.7,0.3,2.7,0.3,2.4,0.6,2.6,0.4,0.2,0.3,0.2,0.3,-0.1,0.6,0.1,0.4,1.5,-0.8,1.5,-0.8,-0.1,0.8,-0.5,1.2,5,0,5,0,5.75,-0.75,6.25,-1.25,0,0,0,0,-0.5,0.5,0.25,-0.25,6.9,0,6.8,0.1,6.1,0.8,6,0.9,33.3,-0.1,33.4,-0.2,33.5,-0.3,33.6,-0.4,94,0,99.7,-5.7,114.8,-20.8,115.9,-21.9,6,2,-10,18,5,3,9,-1,0
1/8/2001,7.7,2.5,0.9,3.3,-28.8,-4,-0.8,-0.8,-603,0,-0.8,58.1,4.7,12.8,23,14.5,6.4,1.6,6.1,3.6,3,0.5,0.8,3.2,0.7,0.8,3.2,0.7,2.3,4.75,-0.25,0.5212,47,6.9,6.9,-0.4,33.2,90.2,74.7,0.9,5,1,-0.1,1,-0.1,-0.4,1.3,0.9,0,6.1,0,6,0.1,5.8,0.3,3.1,3,3.6,0,3.5,0.1,3.3,0.3,0.6,3,3,0,2.7,0.3,2.4,0.6,2.6,0.4,0.5,0,0.2,0.3,-0.1,0.6,0.1,0.4,0.7,0,1.5,-0.8,-0.1,0.8,-0.5,1.2,5,-0.25,5,-0.25,5.5,-0.75,6.25,-1.5,0,-0.25,0,-0.25,-0.25,0,0,-0.25,6.9,0,6.9,0,6.5,0.4,6.1,0.8,33.2,0,33.3,-0.1,33.4,-0.2,33.5,-0.3,94,-3.8,94,-3.8,99.7,-9.5,114.4,-24.2,8,-3,-5,10,3,2,14,-9,-1
1/9/2001,7.7,2.5,0.9,3.3,-28.8,-4,-0.8,-0.8,-603,0,-0.8,58.1,4.7,12.8,23,14.5,6.4,1.6,6.1,3.6,3,0.5,0.8,3.2,0.7,0.8,3.2,0.7,2.3,4.5,-0.25,0.4923,48.7,6.8,7,-0.3,33.1,90.2,74.7,0.9,8,0.9,0,1,-0.1,-0.4,1.3,0.9,0,6.1,0,6,0.1,5.8,0.3,3.1,3,3.6,0,3.5,0.1,3.3,0.3,0.6,3,3,0,2.7,0.3,2.4,0.6,2.6,0.4,0.5,0,0.2,0.3,-0.1,0.6,0.1,0.4,0.7,0,1.5,-0.8,-0.1,0.8,-0.5,1.2,4.75,-0.25,5,-0.5,5,-0.5,6.25,-1.75,-0.25,0,0,-0.25,-0.5,0.25,0,-0.25,6.9,-0.1,6.9,-0.1,6.5,0.3,6,0.8,33.2,-0.1,33.3,-0.2,33.4,-0.3,33.5,-0.4,90.2,0,94,-3.8,99.7,-9.5,114.4,-24.2,5,3,6,2,-11,19,2,6,-1
1/10/2001,7.7,2.5,0.9,3.3,-28.8,-4,-0.8,-0.8,-603,0,-0.8,58.1,4.7,12.8,23,14.5,6.4,1.6,2.5,0,3.1,0.6,0.3,1.2,-1.3,0.7,2.8,0.3,1.6,4.5,0,0.5086,50.4,7.2,7,-0.1,33.1,90.2,74.7,0.9,-1,0.9,0,1,-0.1,-0.4,1.3,0.9,0,6.1,-3.6,6.1,-3.6,6,-3.5,6.1,-3.6,3.6,-3.6,3.6,-3.6,3.5,-3.5,3.6,-3.6,3,0.1,3,0.1,2.7,0.4,2.4,0.7,0.5,0.1,0.5,0.1,0.2,0.4,-0.1,0.7,0.7,-0.4,0.7,-0.4,1.5,-1.2,-0.1,0.4,4.5,0,5,-0.5,5,-0.5,6.25,-1.75,-0.25,0.25,0,0,0,0,0,0,6.8,0.4,6.9,0.3,6.8,0.4,6,1.2,33.1,0,33.2,-0.1,33.4,-0.3,33.5,-0.4,90.2,0,94,-3.8,99.7,-9.5,114.4,-24.2,8,-9,8,-9,-10,9,0,-1,0
1/11/2001,7.1,4.2,1.1,2.4,-0.3,-5.2,1.3,1.2,651,0.3,1.6,57.1,5.1,12.7,23.3,14.9,2.2,3.6,2.5,0,3.1,0.6,0.3,1.2,-1.3,0.7,2.8,0.3,1.6,4.25,-0.25,0.5183,50.2,6.9,6.9,0.2,33.1,88.5,73.5,0.9,2,0.9,0.2,0.9,0.2,1,0.1,0.2,0.9,2.5,0,6.1,-3.6,6,-3.5,6.1,-3.6,0,0,3.6,-3.6,3.5,-3.5,3.6,-3.6,3.1,0,3,0.1,2.7,0.4,2.4,0.7,0.6,0,0.5,0.1,0.2,0.4,-0.1,0.7,0.3,0,0.7,-0.4,1.5,-1.2,-0.1,0.4,4.5,-0.25,4.75,-0.5,5,-0.75,6.25,-2,0,-0.25,-0.25,0,0,-0.25,0,-0.25,7.2,-0.3,6.9,0,6.9,0,6.3,0.6,33.1,0,33.2,-0.1,33.3,-0.2,33.5,-0.4,90.2,-1.7,90.2,-1.7,94,-5.5,114.8,-26.3,-1,3,5,-3,-5,7,-4,6,-1
1/12/2001,7.1,4.2,1.1,2.4,-0.3,-5.2,1.3,1.2,651,0.3,1.6,57.1,5.1,12.7,23.3,14.9,2.2,3.6,2.5,0,3.1,0.6,0.3,1.2,-1.3,0.7,2.8,0.3,1.6,4.25,0,0.5145,50.2,6.9,6.9,0.5,33.1,88.5,73.5,0.9,7,1.1,0,0.9,0.2,1,0.1,0.2,0.9,2.5,0,6.1,-3.6,6,-3.5,6.1,-3.6,0,0,3.6,-3.6,3.5,-3.5,3.6,-3.6,3.1,0,3,0.1,2.7,0.4,2.4,0.7,0.6,0,0.5,0.1,0.2,0.4,-0.1,0.7,0.3,0,0.7,-0.4,1.5,-1.2,-0.1,0.4,4.25,0,4.5,-0.25,5,-0.75,6.25,-2,-0.25,0.25,-0.25,0.25,0,0,0,0,6.9,0,6.8,0.1,6.9,0,6.2,0.7,33.1,0,33.1,0,33.3,-0.2,33.5,-0.4,88.5,0,90.2,-1.7,94,-5.5,114.8,-26.3,2,5,8,-1,6,1,-1,8,0
1/1/2002,7.1,4.2,1.1,2.4,-0.3,-5.2,1.3,1.2,651,0.3,1.6,57.1,5.1,12.7,23.3,14.9,2.2,3.6,3.1,0.6,3.3,0.8,0.9,3.6,1.1,0.9,3.6,1.1,1.3,4.25,0,0.508,51.1,6.9,6.8,0.8,33.2,88.5,73.5,0.9,16,1.1,0,0.9,0.2,1,0.1,0.2,0.9,2.5,0.6,2.5,0.6,6.1,-3,5.8,-2.7,0,0.6,0,0.6,3.6,-3,3.3,-2.7,3.1,0.2,3.1,0.2,3,0.3,2.4,0.9,0.6,0.2,0.6,0.2,0.5,0.3,-0.1,0.9,0.3,0.8,0.3,0.8,0.7,0.4,-0.1,1.2,4.25,0,4.5,-0.25,5,-0.75,5.75,-1.5,0,0,0,0,0,0,-0.5,0.5,6.9,0,7.2,-0.3,6.9,0,6.1,0.8,33.1,0.1,33.1,0.1,33.2,0,33.5,-0.3,88.5,0,90.2,-1.7,94,-5.5,114.8,-26.3,7,9,-1,17,8,8,5,11,0
1/2/2002,4.5,3.7,1.2,2.6,24.9,7.1,3.9,4.8,137,-0.7,4,57.4,5.4,13,22.9,15.1,7.9,5.6,3.1,0.6,3.3,0.8,0.9,3.6,1.1,0.9,3.6,1.1,1.3,4.25,0,0.5177,52.2,6.5,6.6,0.9,33.2,90.5,74.6,0.9,14,1.1,0.1,1.1,0.1,0.9,0.3,-0.4,1.6,3.1,0,2.5,0.6,6.1,-3,5.8,-2.7,0.6,0,0,0.6,3.6,-3,3.3,-2.7,3.3,0,3.1,0.2,3,0.3,2.4,0.9,0.8,0,0.6,0.2,0.5,0.3,-0.1,0.9,1.1,0,0.3,0.8,0.7,0.4,-0.1,1.2,4.25,0,4.25,0,4.75,-0.5,5.5,-1.25,0,0,-0.25,0.25,-0.25,0.25,-0.25,0.25,6.9,-0.4,6.9,-0.4,6.9,-0.4,6.5,0,33.2,0,33.1,0.1,33.2,0,33.4,-0.2,88.5,2,88.5,2,90.2,0.3,99.7,-9.2,16,-2,2,12,5,9,3,11,0
1/3/2002,4.5,3.7,1.2,2.6,24.9,7.1,3.9,4.8,137,-0.7,4,57.4,5.4,13,22.9,15.1,7.9,5.6,3.1,0.6,3.3,0.8,0.9,3.6,1.1,0.9,3.6,1.1,1.3,4.25,0,0.5347,52.1,6.4,6.5,1,33.2,90.5,74.6,0.9,18,1.2,0,1.1,0.1,0.9,0.3,-0.4,1.6,3.1,0,2.5,0.6,6.1,-3,5.8,-2.7,0.6,0,0,0.6,3.6,-3,3.3,-2.7,3.3,0,3.1,0.2,3,0.3,2.4,0.9,0.8,0,0.6,0.2,0.5,0.3,-0.1,0.9,1.1,0,0.3,0.8,0.7,0.4,-0.1,1.2,4.25,0,4.25,0,4.5,-0.25,5,-0.75,0,0,0,0,-0.25,0.25,-0.5,0.5,6.5,-0.1,6.9,-0.5,6.8,-0.4,6.5,-0.1,33.2,0,33.1,0.1,33.1,0.1,33.4,-0.2,90.5,0,88.5,2,90.2,0.3,99.7,-9.2,14,4,7,11,8,10,-11,29,0
1/4/2002,4.5,3.7,1.2,2.6,24.9,7.1,3.9,4.8,137,-0.7,4,57.4,5.4,13,22.9,15.1,7.9,5.6,3,0.5,3.1,0.6,0.9,3.6,1.1,0.7,2.8,0.3,1.6,4.5,0.25,0.5387,53.5,6.3,6.4,1,33.2,90.5,74.6,0.9,12,1.2,0,1.1,0.1,0.9,0.3,-0.4,1.6,3.1,-0.1,3.1,-0.1,2.5,0.5,6,-3,0.6,-0.1,0.6,-0.1,0,0.5,3.5,-3,3.3,-0.2,3.3,-0.2,3.1,0,2.7,0.4,0.8,-0.2,0.8,-0.2,0.6,0,0.2,0.4,1.1,-0.8,1.1,-0.8,0.3,0,1.5,-1.2,4.25,0.25,4.25,0.25,4.5,0,5,-0.5,0,0.25,0,0.25,0,0.25,0,0.25,6.4,-0.1,6.9,-0.6,7.2,-0.9,6.8,-0.5,33.2,0,33.2,0,33.1,0.1,33.4,-0.2,90.5,0,88.5,2,90.2,0.3,99.7,-9.2,18,-6,16,-4,-1,13,-10,22,1
1/5/2002,4,2.9,0.7,3,26.1,9.6,1.4,5.2,255,-0.3,4.8,57.2,5.6,13.2,22.8,15.1,5.7,3.8,3,0.5,3.1,0.6,0.9,3.6,1.1,0.7,2.8,0.3,1.6,4.75,0.25,0.5714,52.3,6.4,6.4,1,33.1,96.2,80.5,1,10,1.2,-0.5,1.2,-0.5,1.1,-0.4,1,-0.3,3,0,3.1,-0.1,2.5,0.5,6,-3,0.5,0,0.6,-0.1,0,0.5,3.5,-3,3.1,0,3.3,-0.2,3.1,0,2.7,0.4,0.6,0,0.8,-0.2,0.6,0,0.2,0.4,0.3,0,1.1,-0.8,0.3,0,1.5,-1.2,4.5,0.25,4.25,0.5,4.25,0.5,5,-0.25,0.25,0,0,0.25,-0.25,0.5,0,0.25,6.3,0.1,6.5,-0.1,6.9,-0.5,6.9,-0.5,33.2,-0.1,33.2,-0.1,33.1,0,33.3,-0.2,90.5,5.7,90.5,5.7,88.5,7.7,94,2.2,12,-2,14,-4,2,8,-5,15,1
1/6/2002,4,2.9,0.7,3,26.1,9.6,1.4,5.2,255,-0.3,4.8,57.2,5.6,13.2,22.8,15.1,5.7,3.8,3,0.5,3.1,0.6,0.9,3.6,1.1,0.7,2.8,0.3,1.6,4.75,0,0.5615,50.9,6.5,6.3,1.2,33.1,96.2,80.5,1,11,0.7,0,1.2,-0.5,1.1,-0.4,1,-0.3,3,0,3.1,-0.1,2.5,0.5,6,-3,0.5,0,0.6,-0.1,0,0.5,3.5,-3,3.1,0,3.3,-0.2,3.1,0,2.7,0.4,0.6,0,0.8,-0.2,0.6,0,0.2,0.4,0.3,0,1.1,-0.8,0.3,0,1.5,-1.2,4.75,0,4.25,0.5,4.25,0.5,5,-0.25,0.25,-0.25,0,0,0,0,0,0,6.4,0.1,6.4,0.1,6.9,-0.4,6.9,-0.4,33.1,0,33.2,-0.1,33.1,0,33.3,-0.2,96.2,0,90.5,5.7,88.5,7.7,94,2.2,10,1,18,-7,7,4,6,5,0
1/7/2002,4,2.9,0.7,3,26.1,9.6,1.4,5.2,255,-0.3,4.8,57.2,5.6,13.2,22.8,15.1,5.7,3.8,2.8,0.3,3,0.5,0.7,2.8,0.3,0.6,2.4,-0.1,1.9,4.75,0,0.5387,51.3,6.2,6.3,1.4,33.1,96.2,80.5,1,9,0.7,0,1.2,-0.5,1.1,-0.4,1,-0.3,3,-0.2,3,-0.2,3.1,-0.3,6.1,-3.3,0.5,-0.2,0.5,-0.2,0.6,-0.3,3.6,-3.3,3.1,-0.1,3.1,-0.1,3.3,-0.3,3,0,0.6,-0.1,0.6,-0.1,0.8,-0.3,0.5,0,0.3,-0.4,0.3,-0.4,1.1,-1.2,0.7,-0.8,4.75,0,4.5,0.25,4.25,0.5,5,-0.25,0,0,0.25,-0.25,0,0,0,0,6.5,-0.3,6.3,-0.1,6.9,-0.7,6.9,-0.7,33.1,0,33.2,-0.1,33.2,-0.1,33.2,-0.1,96.2,0,90.5,5.7,88.5,7.7,94,2.2,11,-2,12,-3,16,-7,8,1,0
1/8/2002,4.9,4.6,1.8,3.9,32.2,13.1,4.2,6.7,201,0.2,7.1,57.4,6.1,13.3,22.8,15.5,1.1,-1.5,2.8,0.3,3,0.5,0.7,2.8,0.3,0.6,2.4,-0.1,1.9,4.75,0,0.5465,50.9,6.3,6.3,1.6,33.1,103,87.8,1,6,0.7,1.1,0.7,1.1,1.2,0.6,0.9,0.9,2.8,0,3,-0.2,3.1,-0.3,6.1,-3.3,0.3,0,0.5,-0.2,0.6,-0.3,3.6,-3.3,3,0,3.1,-0.1,3.3,-0.3,3,0,0.5,0,0.6,-0.1,0.8,-0.3,0.5,0,-0.1,0,0.3,-0.4,1.1,-1.2,0.7,-0.8,4.75,0,4.75,0,4.25,0.5,4.75,0,0,0,0.25,-0.25,0,0,-0.25,0.25,6.2,0.1,6.4,-0.1,6.5,-0.2,6.9,-0.6,33.1,0,33.1,0,33.2,-0.1,33.2,-0.1,96.2,6.8,96.2,6.8,90.5,12.5,90.2,12.8,9,-3,10,-4,14,-8,5,1,0
1/9/2002,4.9,4.6,1.8,3.9,32.2,13.1,4.2,6.7,201,0.2,7.1,57.4,6.1,13.3,22.8,15.5,1.1,-1.5,2.8,0.3,3,0.5,0.7,2.8,0.3,0.6,2.4,-0.1,1.9,4.75,0,0.5422,51.8,6.3,6.3,2,33.1,103,87.8,1,7,1.8,0,0.7,1.1,1.2,0.6,0.9,0.9,2.8,0,3,-0.2,3.1,-0.3,6.1,-3.3,0.3,0,0.5,-0.2,0.6,-0.3,3.6,-3.3,3,0,3.1,-0.1,3.3,-0.3,3,0,0.5,0,0.6,-0.1,0.8,-0.3,0.5,0,-0.1,0,0.3,-0.4,1.1,-1.2,0.7,-0.8,4.75,0,4.75,0,4.25,0.5,4.5,0.25,0,0,0,0,0,0,-0.25,0.25,6.3,0,6.5,-0.2,6.4,-0.1,6.8,-0.5,33.1,0,33.1,0,33.2,-0.1,33.1,0,103,0,96.2,6.8,90.5,12.5,90.2,12.8,6,1,11,-4,18,-11,8,-1,0
1/10/2002,4.9,4.6,1.8,3.9,32.2,13.1,4.2,6.7,201,0.2,7.1,57.4,6.1,13.3,22.8,15.5,1.1,-1.5,3.2,0.7,2.9,0.4,0.8,3.2,0.7,0.7,2.8,0.3,1.8,5,0.25,0.5595,52.2,6.1,6.2,2.3,33.1,103,87.8,1,2,1.8,0,0.7,1.1,1.2,0.6,0.9,0.9,2.8,0.4,2.8,0.4,3,0.2,2.5,0.7,0.3,0.4,0.3,0.4,0.5,0.2,0,0.7,3,-0.1,3,-0.1,3.1,-0.2,3.1,-0.2,0.5,-0.1,0.5,-0.1,0.6,-0.2,0.6,-0.2,-0.1,0.4,-0.1,0.4,0.3,0,0.3,0,4.75,0.25,4.75,0.25,4.5,0.5,4.5,0.5,0,0.25,0,0.25,0.25,0,0,0.25,6.3,-0.2,6.2,-0.1,6.3,-0.2,7.2,-1.1,33.1,0,33.1,0,33.2,-0.1,33.1,0,103,0,96.2,6.8,90.5,12.5,90.2,12.8,7,-5,9,-7,12,-10,-1,3,1
1/11/2002,5.1,3.5,0.2,5.1,22.3,14.1,3.3,6.7,-2821,-1,5.5,57.9,6,13.5,23,16.1,0.2,-1.6,3.2,0.7,2.9,0.4,0.8,3.2,0.7,0.7,2.8,0.3,1.8,5.25,0.25,0.5591,51.7,6.2,6.2,2.6,33.1,97.6,83.3,1,6,1.8,-1.6,1.8,-1.6,0.7,-0.5,1.1,-0.9,3.2,0,2.8,0.4,3,0.2,2.5,0.7,0.7,0,0.3,0.4,0.5,0.2,0,0.7,2.9,0,3,-0.1,3.1,-0.2,3.1,-0.2,0.4,0,0.5,-0.1,0.6,-0.2,0.6,-0.2,0.3,0,-0.1,0.4,0.3,0,0.3,0,5,0.25,4.75,0.5,4.75,0.5,4.25,1,0.25,0,0,0.25,0.25,0,-0.25,0.5,6.1,0.1,6.3,-0.1,6.4,-0.2,6.9,-0.7,33.1,0,33.1,0,33.1,0,33.1,0,103,-5.4,103,-5.4,96.2,1.4,88.5,9.1,2,4,6,0,10,-4,2,4,1
1/12/2002,5.1,3.5,0.2,5.1,22.3,14.1,3.3,6.7,-2821,-1,5.5,57.9,6,13.5,23,16.1,0.2,-1.6,3.2,0.7,2.9,0.4,0.8,3.2,0.7,0.7,2.8,0.3,1.8,5.25,0,0.5629,53.2,6.2,6.1,2.7,33.1,97.6,83.3,1,6,0.2,0,1.8,-1.6,0.7,-0.5,1.1,-0.9,3.2,0,2.8,0.4,3,0.2,2.5,0.7,0.7,0,0.3,0.4,0.5,0.2,0,0.7,2.9,0,3,-0.1,3.1,-0.2,3.1,-0.2,0.4,0,0.5,-0.1,0.6,-0.2,0.6,-0.2,0.3,0,-0.1,0.4,0.3,0,0.3,0,5.25,0,4.75,0.5,4.75,0.5,4.25,1,0.25,-0.25,0,0,0,0,0,0,6.2,0,6.3,-0.1,6.5,-0.3,6.9,-0.7,33.1,0,33.1,0,33.1,0,33.1,0,97.6,0,103,-5.4,96.2,1.4,88.5,9.1,6,0,7,-1,11,-5,7,-1,0
1/1/2003,5.1,3.5,0.2,5.1,22.3,14.1,3.3,6.7,-2821,-1,5.5,57.9,6,13.5,23,16.1,0.2,-1.6,2.9,0.4,2.8,0.3,0.6,2.4,-0.1,0.7,2.8,0.3,1.5,5.25,0,0.5843,54.7,6.1,6.1,2.7,33.1,97.6,83.3,1,12,0.2,0,1.8,-1.6,0.7,-0.5,1.1,-0.9,3.2,-0.3,3.2,-0.3,2.8,0.1,3.1,-0.2,0.7,-0.3,0.7,-0.3,0.3,0.1,0.6,-0.2,2.9,-0.1,2.9,-0.1,3,-0.2,3.3,-0.5,0.4,-0.1,0.4,-0.1,0.5,-0.2,0.8,-0.5,0.3,0,0.3,0,-0.1,0.4,1.1,-0.8,5.25,0,5,0.25,4.75,0.5,4.25,1,0,0,0.25,-0.25,0,0,0,0,6.2,-0.1,6.1,0,6.2,-0.1,6.9,-0.8,33.1,0,33.1,0,33.1,0,33.2,-0.1,97.6,0,103,-5.4,96.2,1.4,88.5,9.1,6,6,2,10,9,3,16,-4,0
