Date,Year-ended non-farm average earnings per hour growth,Year-ended non-farm labour productivity per hour growth,GDPGrowth,Year-ended household consumption growth,Year-ended dwelling investment growth,Year-ended business investment growth,Year-ended public demand growth,Year-ended domestic final demand growth,Changes in inventories,Changes in inventories contribution to GDP year-ended growth,Year-ended gross national expenditure growth,Household consumption share of output,Dwelling investment share of output,Business investment share of output,Public demand share of output,Private non-financial corporations GOS share of output,Year-ended real household disposable income growth,Household saving ratio,Year-ended inflation,Year-ended inflation target,Year-ended trimmed mean inflation,Year-ended trimmed mean inflation taget,Quarterly inflation,Quarterly inflation annualised,Quarterly inflation annualised target,Quarterly trimmed mean inflation,Quarterly trimmed mean inflation annualised,Quarterly trimmed mean inflation annualised target,Business inflation expectations 3-months ahead,Interest rate,IntRateChange,USDAUD,TWI,Unemployment rate,Unemployment rate trend,Year-ended hours worked trend growth,Average hours worked trend,Job vacancies,Private sector job vacancies,Vacancies to labour force ratio,Consumer Sentiment,GDPGrowth_LAG_1,GDPGrowth_DELTA_1,GDPGrowth_LAG_3,GDPGrowth_DELTA_3,GDPGrowth_LAG_6,GDPGrowth_DELTA_6,GDPGrowth_LAG_12,GDPGrowth_DELTA_12,Year-ended inflation_LAG_1,Year-ended inflation_DELTA_1,Year-ended inflation_LAG_3,Year-ended inflation_DELTA_3,Year-ended inflation_LAG_6,Year-ended inflation_DELTA_6,Year-ended inflation_LAG_12,Year-ended inflation_DELTA_12,Year-ended inflation target_LAG_1,Year-ended inflation target_DELTA_1,Year-ended inflation target_LAG_3,Year-ended inflation target_DELTA_3,Year-ended inflation target_LAG_6,Year-ended inflation target_DELTA_6,Year-ended inflation target_LAG_12,Year-ended inflation target_DELTA_12,Year-ended trimmed mean inflation_LAG_1,Year-ended trimmed mean inflation_DELTA_1,Year-ended trimmed mean inflation_LAG_3,Year-ended trimmed mean inflation_DELTA_3,Year-ended trimmed mean inflation_LAG_6,Year-ended trimmed mean inflation_DELTA_6,Year-ended trimmed mean inflation_LAG_12,Year-ended trimmed mean inflation_DELTA_12,Year-ended trimmed mean inflation taget_LAG_1,Year-ended trimmed mean inflation taget_DELTA_1,Year-ended trimmed mean inflation taget_LAG_3,Year-ended trimmed mean inflation taget_DELTA_3,Year-ended trimmed mean inflation taget_LAG_6,Year-ended trimmed mean inflation taget_DELTA_6,Year-ended trimmed mean inflation taget_LAG_12,Year-ended trimmed mean inflation taget_DELTA_12,Quarterly trimmed mean inflation annualised target_LAG_1,Quarterly trimmed mean inflation annualised target_DELTA_1,Quarterly trimmed mean inflation annualised target_LAG_3,Quarterly trimmed mean inflation annualised target_DELTA_3,Quarterly trimmed mean inflation annualised target_LAG_6,Quarterly trimmed mean inflation annualised target_DELTA_6,Quarterly trimmed mean inflation annualised target_LAG_12,Quarterly trimmed mean inflation annualised target_DELTA_12,Interest rate_LAG_1,Interest rate_DELTA_1,Interest rate_LAG_3,Interest rate_DELTA_3,Interest rate_LAG_6,Interest rate_DELTA_6,Interest rate_LAG_12,Interest rate_DELTA_12,IntRateChange_LAG_1,IntRateChange_DELTA_1,IntRateChange_LAG_3,IntRateChange_DELTA_3,IntRateChange_LAG_6,IntRateChange_DELTA_6,IntRateChange_LAG_12,IntRateChange_DELTA_12,Unemployment rate_LAG_1,Unemployment rate_DELTA_1,Unemployment rate_LAG_3,Unemployment rate_DELTA_3,Unemployment rate_LAG_6,Unemployment rate_DELTA_6,Unemployment rate_LAG_12,Unemployment rate_DELTA_12,Average hours worked trend_LAG_1,Average hours worked trend_DELTA_1,Average hours worked trend_LAG_3,Average hours worked trend_DELTA_3,Average hours worked trend_LAG_6,Average hours worked trend_DELTA_6,Average hours worked trend_LAG_12,Average hours worked trend_DELTA_12,Job vacancies_LAG_1,Job vacancies_DELTA_1,Job vacancies_LAG_3,Job vacancies_DELTA_3,Job vacancies_LAG_6,Job vacancies_DELTA_6,Job vacancies_LAG_12,Job vacancies_DELTA_12,Consumer Sentiment_LAG_1,Consumer Sentiment_DELTA_1,Consumer Sentiment_LAG_3,Consumer Sentiment_DELTA_3,Consumer Sentiment_LAG_6,Consumer Sentiment_DELTA_6,Consumer Sentiment_LAG_12,Consumer Sentiment_DELTA_12,IntRateChangeCoded
1/4/2008,5.1,0.6,0.4,6,1,13.6,4.5,6.6,1436,0,6.6,56.6,5.4,16.1,23.2,18.3,5.4,0.2,4.3,1.8,4.2,1.7,1.2,4.8,2.3,1.1,4.4,1.9,2.4,7.25,0,0.9338,72.8,4.3,4.2,3.1,32.8,178.2,159.4,1.6,-13,0.4,0,1.1,-0.7,0.6,-0.2,1.2,-0.8,2.9,1.4,2.9,1.4,1.8,2.5,2.5,1.8,0.4,1.4,0.4,1.4,-0.7,2.5,0,1.8,3.6,0.6,3.6,0.6,2.9,1.3,2.7,1.5,1.1,0.6,1.1,0.6,0.4,1.3,0.2,1.5,2.3,-0.4,2.3,-0.4,1.1,0.8,-0.1,2,7.25,0,7,0.25,6.75,0.5,6.25,1,0,0,0.25,-0.25,0.25,-0.25,0,0,4.1,0.2,4.2,0.1,4.3,0,4.4,-0.1,32.8,0,32.7,0.1,32.8,0,32.8,0,178.2,0,183.3,-5.1,173.3,4.9,160.8,17.4,-11,-2,8,-21,15,-28,15,-28,0
1/5/2008,4.4,-0.5,1,4.3,0.3,10.7,5.8,5.4,2197,-0.1,5.4,55.9,5.5,16.4,23.2,18.3,5.9,1.4,4.3,1.8,4.2,1.7,1.2,4.8,2.3,1.1,4.4,1.9,2.4,7.25,0,0.9548,73.4,4.3,4.2,3.2,32.8,184.5,165.2,1.7,-10,0.4,0.6,0.4,0.6,1.1,-0.1,1.4,-0.4,4.3,0,2.9,1.4,1.8,2.5,2.5,1.8,1.8,0,0.4,1.4,-0.7,2.5,0,1.8,4.2,0,3.6,0.6,2.9,1.3,2.7,1.5,1.7,0,1.1,0.6,0.4,1.3,0.2,1.5,1.9,0,2.3,-0.4,1.1,0.8,-0.1,2,7.25,0,7.25,0,6.75,0.5,6.25,1,0,0,0.25,-0.25,0,0,0,0,4.3,0,4,0.3,4.4,-0.1,4.3,0,32.8,0,32.7,0.1,32.8,0,32.8,0,178.2,6.3,178.2,6.3,183.3,1.2,168.6,15.9,-13,3,-3,-7,11,-21,24,-34,0
1/6/2008,4.4,-0.5,1,4.3,0.3,10.7,5.8,5.4,2197,-0.1,5.4,55.9,5.5,16.4,23.2,18.3,5.9,1.4,4.3,1.8,4.2,1.7,1.2,4.8,2.3,1.1,4.4,1.9,2.4,7.25,0,0.9535,72.2,4.2,4.2,3.2,32.9,184.5,165.2,1.7,-15,1,0,0.4,0.6,1.1,-0.1,1.4,-0.4,4.3,0,2.9,1.4,1.8,2.5,2.5,1.8,1.8,0,0.4,1.4,-0.7,2.5,0,1.8,4.2,0,3.6,0.6,2.9,1.3,2.7,1.5,1.7,0,1.1,0.6,0.4,1.3,0.2,1.5,1.9,0,2.3,-0.4,1.1,0.8,-0.1,2,7.25,0,7.25,0,6.75,0.5,6.25,1,0,0,0,0,0,0,0,0,4.3,-0.1,4.1,0.1,4.3,-0.1,4.3,-0.1,32.8,0.1,32.8,0.1,32.8,0.1,32.8,0.1,184.5,0,178.2,6.3,183.3,1.2,168.6,15.9,-10,-5,-11,-4,13,-28,22,-37,0
1/7/2008,4.4,-0.5,1,4.3,0.3,10.7,5.8,5.4,2197,-0.1,5.4,55.9,5.5,16.4,23.2,18.3,5.9,1.4,4.4,1.9,4.4,1.9,1.3,5.2,2.7,1.2,4.8,2.3,3.4,7.25,0,0.9317,67.7,4.2,4.2,3.1,32.9,184.5,165.2,1.7,-21,1,0,0.4,0.6,1.1,-0.1,1.4,-0.4,4.3,0.1,4.3,0.1,2.9,1.5,2.1,2.3,1.8,0.1,1.8,0.1,0.4,1.5,-0.4,2.3,4.2,0.2,4.2,0.2,3.6,0.8,2.8,1.6,1.7,0.2,1.7,0.2,1.1,0.8,0.3,1.6,1.9,0.4,1.9,0.4,2.3,0,1.1,1.2,7.25,0,7.25,0,7,0.25,6.5,0.75,0,0,0,0,0.25,-0.25,0.25,-0.25,4.2,0,4.3,-0.1,4.2,0,4.3,-0.1,32.9,0,32.8,0.1,32.7,0.2,32.8,0.1,184.5,0,178.2,6.3,183.3,1.2,168.6,15.9,-15,-6,-13,-8,8,-29,21,-42,0
1/8/2008,4.1,-1.2,0.3,2.9,2.8,8.9,6.3,4.3,-291,-0.1,4.3,54.6,5.5,16.3,23.3,19.1,5,3.1,4.4,1.9,4.4,1.9,1.3,5.2,2.7,1.2,4.8,2.3,3.4,7,-0.25,0.836,63.4,4,4.2,2.9,32.8,184.5,165.2,1.7,-14,1,-0.7,1,-0.7,0.4,-0.1,0.6,-0.3,4.4,0,4.3,0.1,2.9,1.5,2.1,2.3,1.9,0,1.8,0.1,0.4,1.5,-0.4,2.3,4.4,0,4.2,0.2,3.6,0.8,2.8,1.6,1.9,0,1.7,0.2,1.1,0.8,0.3,1.6,2.3,0,1.9,0.4,2.3,0,1.1,1.2,7.25,-0.25,7.25,-0.25,7.25,-0.25,6.5,0.5,0,-0.25,0,-0.25,0.25,-0.5,0,-0.25,4.2,-0.2,4.3,-0.3,4,0,4.3,-0.3,32.9,-0.1,32.8,0,32.7,0.1,32.8,0,184.5,0,184.5,0,178.2,6.3,173.3,11.2,-21,7,-10,-4,-3,-11,11,-25,-1
1/9/2008,4.1,-1.2,0.3,2.9,2.8,8.9,6.3,4.3,-291,-0.1,4.3,54.6,5.5,16.3,23.3,19.1,5,3.1,4.4,1.9,4.4,1.9,1.3,5.2,2.7,1.2,4.8,2.3,3.4,6,-1,0.7937,54.7,4.3,4.3,2.5,32.8,184.5,165.2,1.7,-8,0.3,0,1,-0.7,0.4,-0.1,0.6,-0.3,4.4,0,4.3,0.1,2.9,1.5,2.1,2.3,1.9,0,1.8,0.1,0.4,1.5,-0.4,2.3,4.4,0,4.2,0.2,3.6,0.8,2.8,1.6,1.9,0,1.7,0.2,1.1,0.8,0.3,1.6,2.3,0,1.9,0.4,2.3,0,1.1,1.2,7,-1,7.25,-1.25,7.25,-1.25,6.5,-0.5,-0.25,-0.75,0,-1,0,-1,0,-1,4,0.3,4.2,0.1,4.1,0.2,4.2,0.1,32.8,0,32.9,-0.1,32.8,0,32.8,0,184.5,0,184.5,0,178.2,6.3,173.3,11.2,-14,6,-15,7,-11,3,16,-24,-1
1/10/2008,4.1,-1.2,0.3,2.9,2.8,8.9,6.3,4.3,-291,-0.1,4.3,54.6,5.5,16.3,23.3,19.1,5,3.1,5,2.5,4.8,2.3,1.1,4.4,1.9,1.2,4.8,2.3,2.5,5.25,-0.75,0.6823,54.6,4.3,4.4,2.1,32.7,184.5,165.2,1.7,-18,0.3,0,1,-0.7,0.4,-0.1,0.6,-0.3,4.4,0.6,4.4,0.6,4.3,0.7,1.8,3.2,1.9,0.6,1.9,0.6,1.8,0.7,-0.7,3.2,4.4,0.4,4.4,0.4,4.2,0.6,2.9,1.9,1.9,0.4,1.9,0.4,1.7,0.6,0.4,1.9,2.3,0,2.3,0,1.9,0.4,1.1,1.2,6,-0.75,7.25,-2,7.25,-2,6.75,-1.5,-1,0.25,0,-0.75,0,-0.75,0.25,-1,4.3,0,4.2,0.1,4.3,0,4.3,0,32.8,-0.1,32.9,-0.2,32.8,-0.1,32.8,-0.1,184.5,0,184.5,0,178.2,6.3,173.3,11.2,-8,-10,-21,3,-13,-5,15,-33,-1
1/11/2008,3.2,-1.6,0.7,0.9,2.7,9.7,7.9,3.5,3192,0.1,3.5,53.2,5.3,16.4,23.3,20.8,4.7,3.9,5,2.5,4.8,2.3,1.1,4.4,1.9,1.2,4.8,2.3,2.5,4.25,-1,0.6447,55.6,4.5,4.6,1.6,32.6,184.5,165.2,1.7,-15,0.3,0.4,0.3,0.4,1,-0.3,1.1,-0.4,5,0,4.4,0.6,4.3,0.7,1.8,3.2,2.5,0,1.9,0.6,1.8,0.7,-0.7,3.2,4.8,0,4.4,0.4,4.2,0.6,2.9,1.9,2.3,0,1.9,0.4,1.7,0.6,0.4,1.9,2.3,0,2.3,0,1.9,0.4,1.1,1.2,5.25,-1,7,-2.75,7.25,-3,6.75,-2.5,-0.75,-0.25,-0.25,-0.75,0,-1,0,-1,4.3,0.2,4,0.5,4.3,0.2,4.4,0.1,32.7,-0.1,32.8,-0.2,32.8,-0.2,32.8,-0.2,184.5,0,184.5,0,184.5,0,183.3,1.2,-18,3,-14,-1,-10,-5,11,-26,-1
1/12/2008,3.2,-1.6,0.7,0.9,2.7,9.7,7.9,3.5,3192,0.1,3.5,53.2,5.3,16.4,23.3,20.8,4.7,3.9,5,2.5,4.8,2.3,1.1,4.4,1.9,1.2,4.8,2.3,2.5,4.25,0,0.7083,53.2,4.6,4.8,1,32.5,184.5,165.2,1.7,-8,0.7,0,0.3,0.4,1,-0.3,1.1,-0.4,5,0,4.4,0.6,4.3,0.7,1.8,3.2,2.5,0,1.9,0.6,1.8,0.7,-0.7,3.2,4.8,0,4.4,0.4,4.2,0.6,2.9,1.9,2.3,0,1.9,0.4,1.7,0.6,0.4,1.9,2.3,0,2.3,0,1.9,0.4,1.1,1.2,4.25,0,6,-1.75,7.25,-3,6.75,-2.5,-1,1,-1,1,0,0,0,0,4.5,0.1,4.3,0.3,4.2,0.4,4.3,0.3,32.6,-0.1,32.8,-0.3,32.9,-0.4,32.8,-0.3,184.5,0,184.5,0,184.5,0,183.3,1.2,-15,7,-8,0,-15,7,13,-21,0
1/1/2009,3.2,-1.6,0.7,0.9,2.7,9.7,7.9,3.5,3192,0.1,3.5,53.2,5.3,16.4,23.3,20.8,4.7,3.9,3.7,1.2,4.3,1.8,0,0,-2.5,0.7,2.8,0.3,1.9,3.25,-1,0.632,54.8,4.9,5,0.5,32.4,184.5,165.2,1.7,-10,0.7,0,0.3,0.4,1,-0.3,1.1,-0.4,5,-1.3,5,-1.3,4.4,-0.7,2.9,0.8,2.5,-1.3,2.5,-1.3,1.9,-0.7,0.4,0.8,4.8,-0.5,4.8,-0.5,4.4,-0.1,3.6,0.7,2.3,-0.5,2.3,-0.5,1.9,-0.1,1.1,0.7,2.3,-2,2.3,-2,2.3,-2,2.3,-2,4.25,-1,5.25,-2,7.25,-4,7,-3.75,0,-1,-0.75,-0.25,0,-1,0.25,-1.25,4.6,0.3,4.3,0.6,4.2,0.7,4.2,0.7,32.5,-0.1,32.7,-0.3,32.9,-0.5,32.7,-0.3,184.5,0,184.5,0,184.5,0,183.3,1.2,-8,-2,-18,8,-21,11,8,-18,-1
1/2/2009,3.2,-1.1,-0.4,-0.5,0,8.6,4.8,1.7,-4759,-1.5,0.1,53.3,5.2,16.7,23.6,20.1,9,9.9,3.7,1.2,4.3,1.8,0,0,-2.5,0.7,2.8,0.3,1.9,3.25,0,0.6301,57.4,5.3,5.2,0,32.3,184.5,165.2,1.7,-14,0.7,-1.1,0.7,-1.1,0.3,-0.7,0.4,-0.8,3.7,0,5,-1.3,4.4,-0.7,2.9,0.8,1.2,0,2.5,-1.3,1.9,-0.7,0.4,0.8,4.3,0,4.8,-0.5,4.4,-0.1,3.6,0.7,1.8,0,2.3,-0.5,1.9,-0.1,1.1,0.7,0.3,0,2.3,-2,2.3,-2,2.3,-2,3.25,0,4.25,-1,7,-3.75,7.25,-4,-1,1,-1,1,-0.25,0.25,0.25,-0.25,4.9,0.4,4.5,0.8,4,1.3,4,1.3,32.4,-0.1,32.6,-0.3,32.8,-0.5,32.7,-0.4,184.5,0,184.5,0,184.5,0,178.2,6.3,-10,-4,-15,1,-14,0,-3,-11,0
1/3/2009,3.2,-1.1,-0.4,-0.5,0,8.6,4.8,1.7,-4759,-1.5,0.1,53.3,5.2,16.7,23.6,20.1,9,9.9,3.7,1.2,4.3,1.8,0,0,-2.5,0.7,2.8,0.3,1.9,3,-0.25,0.6941,59.7,5.7,5.4,-0.6,32.2,184.5,165.2,1.7,-14,-0.4,0,0.7,-1.1,0.3,-0.7,0.4,-0.8,3.7,0,5,-1.3,4.4,-0.7,2.9,0.8,1.2,0,2.5,-1.3,1.9,-0.7,0.4,0.8,4.3,0,4.8,-0.5,4.4,-0.1,3.6,0.7,1.8,0,2.3,-0.5,1.9,-0.1,1.1,0.7,0.3,0,2.3,-2,2.3,-2,2.3,-2,3.25,-0.25,4.25,-1.25,6,-3,7.25,-4.25,0,-0.25,0,-0.25,-1,0.75,0,-0.25,5.3,0.4,4.6,1.1,4.3,1.4,4.1,1.6,32.3,-0.1,32.5,-0.3,32.8,-0.6,32.8,-0.6,184.5,0,184.5,0,184.5,0,178.2,6.3,-14,0,-8,-6,-8,-6,-11,-3,-1
1/4/2009,3.2,-1.1,-0.4,-0.5,0,8.6,4.8,1.7,-4759,-1.5,0.1,53.3,5.2,16.7,23.6,20.1,9,9.9,2.4,-0.1,4.1,1.6,-0.1,-0.4,-2.9,0.9,3.6,1.1,0.4,3,0,0.729,63.3,5.5,5.6,-1.1,32.2,184.5,165.2,1.7,-7,-0.4,0,0.7,-1.1,0.3,-0.7,0.4,-0.8,3.7,-1.3,3.7,-1.3,5,-2.6,4.3,-1.9,1.2,-1.3,1.2,-1.3,2.5,-2.6,1.8,-1.9,4.3,-0.2,4.3,-0.2,4.8,-0.7,4.2,-0.1,1.8,-0.2,1.8,-0.2,2.3,-0.7,1.7,-0.1,0.3,0.8,0.3,0.8,2.3,-1.2,1.9,-0.8,3,0,3.25,-0.25,5.25,-2.25,7.25,-4.25,-0.25,0.25,-1,1,-0.75,0.75,0,0,5.7,-0.2,4.9,0.6,4.3,1.2,4.3,1.2,32.2,0,32.4,-0.2,32.7,-0.5,32.8,-0.6,184.5,0,184.5,0,184.5,0,178.2,6.3,-14,7,-10,3,-18,11,-13,6,0
1/5/2009,2,0.5,1,-0.6,-4.1,0.5,3,-0.1,-3299,-1.3,-1.4,53.6,5.1,16.1,23.6,20.5,5.5,7.8,2.4,-0.1,4.1,1.6,-0.1,-0.4,-2.9,0.9,3.6,1.1,0.4,3,0,0.8101,64.7,5.8,5.7,-1.6,32.2,184.5,165.2,1.7,-11,-0.4,1.4,-0.4,1.4,0.7,0.3,1,0,2.4,0,3.7,-1.3,5,-2.6,4.3,-1.9,-0.1,0,1.2,-1.3,2.5,-2.6,1.8,-1.9,4.1,0,4.3,-0.2,4.8,-0.7,4.2,-0.1,1.6,0,1.8,-0.2,2.3,-0.7,1.7,-0.1,1.1,0,0.3,0.8,2.3,-1.2,1.9,-0.8,3,0,3.25,-0.25,4.25,-1.25,7.25,-4.25,0,0,0,0,-1,1,0,0,5.5,0.3,5.3,0.5,4.5,1.3,4.3,1.5,32.2,0,32.3,-0.1,32.6,-0.4,32.8,-0.6,184.5,0,184.5,0,184.5,0,184.5,0,-7,-4,-14,3,-15,4,-10,-1,0
1/6/2009,2,0.5,1,-0.6,-4.1,0.5,3,-0.1,-3299,-1.3,-1.4,53.6,5.1,16.1,23.6,20.5,5.5,7.8,2.4,-0.1,4.1,1.6,-0.1,-0.4,-2.9,0.9,3.6,1.1,0.4,3,0,0.8105,65.7,5.9,5.8,-2,32.1,184.5,165.2,1.7,0,1,0,-0.4,1.4,0.7,0.3,1,0,2.4,0,3.7,-1.3,5,-2.6,4.3,-1.9,-0.1,0,1.2,-1.3,2.5,-2.6,1.8,-1.9,4.1,0,4.3,-0.2,4.8,-0.7,4.2,-0.1,1.6,0,1.8,-0.2,2.3,-0.7,1.7,-0.1,1.1,0,0.3,0.8,2.3,-1.2,1.9,-0.8,3,0,3,0,4.25,-1.25,7.25,-4.25,0,0,-0.25,0.25,0,0,0,0,5.8,0.1,5.7,0.2,4.6,1.3,4.2,1.7,32.2,-0.1,32.2,-0.1,32.5,-0.4,32.9,-0.8,184.5,0,184.5,0,184.5,0,184.5,0,-11,11,-14,14,-8,8,-15,15,0
1/7/2009,2,0.5,1,-0.6,-4.1,0.5,3,-0.1,-3299,-1.3,-1.4,53.6,5.1,16.1,23.6,20.5,5.5,7.8,1.4,-1.1,3.6,1.1,0.5,2,-0.5,0.7,2.8,0.3,0.9,3,0,0.8428,66.3,5.7,5.8,-2.1,32.1,184.5,165.2,1.7,9,1,0,-0.4,1.4,0.7,0.3,1,0,2.4,-1,2.4,-1,3.7,-2.3,4.4,-3,-0.1,-1,-0.1,-1,1.2,-2.3,1.9,-3,4.1,-0.5,4.1,-0.5,4.3,-0.7,4.4,-0.8,1.6,-0.5,1.6,-0.5,1.8,-0.7,1.9,-0.8,1.1,-0.8,1.1,-0.8,0.3,0,2.3,-2,3,0,3,0,3.25,-0.25,7.25,-4.25,0,0,0,0,-1,1,0,0,5.9,-0.2,5.5,0.2,4.9,0.8,4.2,1.5,32.1,0,32.2,-0.1,32.4,-0.3,32.9,-0.8,184.5,0,184.5,0,184.5,0,184.5,0,0,9,-7,16,-10,19,-21,30,0
1/8/2009,1.4,3.3,0.7,1.5,-9.3,-2,1.4,0.2,-1435,-0.3,0,55.5,4.9,16.2,24.1,19.1,7.2,9,1.4,-1.1,3.6,1.1,0.5,2,-0.5,0.7,2.8,0.3,0.9,3,0,0.8306,68.2,5.7,5.7,-2.1,32.1,184.5,165.2,1.7,13,1,-0.3,1,-0.3,-0.4,1.1,0.3,0.4,1.4,0,2.4,-1,3.7,-2.3,4.4,-3,-1.1,0,-0.1,-1,1.2,-2.3,1.9,-3,3.6,0,4.1,-0.5,4.3,-0.7,4.4,-0.8,1.1,0,1.6,-0.5,1.8,-0.7,1.9,-0.8,0.3,0,1.1,-0.8,0.3,0,2.3,-2,3,0,3,0,3.25,-0.25,7,-4,0,0,0,0,0,0,-0.25,0.25,5.7,0,5.8,-0.1,5.3,0.4,4,1.7,32.1,0,32.2,-0.1,32.3,-0.2,32.8,-0.7,184.5,0,184.5,0,184.5,0,184.5,0,9,4,-11,24,-14,27,-14,27,0
1/9/2009,1.4,3.3,0.7,1.5,-9.3,-2,1.4,0.2,-1435,-0.3,0,55.5,4.9,16.2,24.1,19.1,7.2,9,1.4,-1.1,3.6,1.1,0.5,2,-0.5,0.7,2.8,0.3,0.9,3.25,0.25,0.873,70.7,5.7,5.7,-1.7,32.1,184.5,165.2,1.7,19,0.7,0,1,-0.3,-0.4,1.1,0.3,0.4,1.4,0,2.4,-1,3.7,-2.3,4.4,-3,-1.1,0,-0.1,-1,1.2,-2.3,1.9,-3,3.6,0,4.1,-0.5,4.3,-0.7,4.4,-0.8,1.1,0,1.6,-0.5,1.8,-0.7,1.9,-0.8,0.3,0,1.1,-0.8,0.3,0,2.3,-2,3,0.25,3,0.25,3,0.25,6,-2.75,0,0.25,0,0.25,-0.25,0.5,-1,1.25,5.7,0,5.9,-0.2,5.7,0,4.3,1.4,32.1,0,32.1,0,32.2,-0.1,32.8,-0.7,184.5,0,184.5,0,184.5,0,184.5,0,13,6,0,19,-14,33,-8,27,1
1/10/2009,1.4,3.3,0.7,1.5,-9.3,-2,1.4,0.2,-1435,-0.3,0,55.5,4.9,16.2,24.1,19.1,7.2,9,1.2,-1.3,3.1,0.6,0.8,3.2,0.7,0.7,2.8,0.3,0.9,3.5,0.25,0.9083,69.9,5.6,5.6,-1.2,32.2,184.5,165.2,1.7,21,0.7,0,1,-0.3,-0.4,1.1,0.3,0.4,1.4,-0.2,1.4,-0.2,2.4,-1.2,5,-3.8,-1.1,-0.2,-1.1,-0.2,-0.1,-1.2,2.5,-3.8,3.6,-0.5,3.6,-0.5,4.1,-1,4.8,-1.7,1.1,-0.5,1.1,-0.5,1.6,-1,2.3,-1.7,0.3,0,0.3,0,1.1,-0.8,2.3,-2,3.25,0.25,3,0.5,3,0.5,5.25,-1.75,0.25,0,0,0.25,0,0.25,-0.75,1,5.7,-0.1,5.7,-0.1,5.5,0.1,4.3,1.3,32.1,0.1,32.1,0.1,32.2,0,32.7,-0.5,184.5,0,184.5,0,184.5,0,184.5,0,19,2,9,12,-7,28,-18,39,1
1/11/2009,3.2,3.3,0.3,2.3,-4.7,-9.2,2.9,0.3,844,-0.6,-0.4,55.9,5.2,15.1,24.8,18.5,4.3,5.8,1.2,-1.3,3.1,0.6,0.8,3.2,0.7,0.7,2.8,0.3,0.9,3.75,0.25,0.9249,69.7,5.6,5.5,-0.5,32.2,148.9,132.4,1.3,18,0.7,-0.4,0.7,-0.4,1,-0.7,0.7,-0.4,1.2,0,1.4,-0.2,2.4,-1.2,5,-3.8,-1.3,0,-1.1,-0.2,-0.1,-1.2,2.5,-3.8,3.1,0,3.6,-0.5,4.1,-1,4.8,-1.7,0.6,0,1.1,-0.5,1.6,-1,2.3,-1.7,0.3,0,0.3,0,1.1,-0.8,2.3,-2,3.5,0.25,3,0.75,3,0.75,4.25,-0.5,0.25,0,0,0.25,0,0.25,-1,1.25,5.6,0,5.7,-0.1,5.8,-0.2,4.5,1.1,32.2,0,32.1,0.1,32.2,0,32.6,-0.4,184.5,-35.6,184.5,-35.6,184.5,-35.6,184.5,-35.6,21,-3,13,5,-11,29,-15,33,1
1/12/2009,3.2,3.3,0.3,2.3,-4.7,-9.2,2.9,0.3,844,-0.6,-0.4,55.9,5.2,15.1,24.8,18.5,4.3,5.8,1.2,-1.3,3.1,0.6,0.8,3.2,0.7,0.7,2.8,0.3,0.9,3.75,0,0.9133,69.2,5.5,5.5,0.1,32.2,148.9,132.4,1.3,14,0.3,0,0.7,-0.4,1,-0.7,0.7,-0.4,1.2,0,1.4,-0.2,2.4,-1.2,5,-3.8,-1.3,0,-1.1,-0.2,-0.1,-1.2,2.5,-3.8,3.1,0,3.6,-0.5,4.1,-1,4.8,-1.7,0.6,0,1.1,-0.5,1.6,-1,2.3,-1.7,0.3,0,0.3,0,1.1,-0.8,2.3,-2,3.75,0,3.25,0.5,3,0.75,4.25,-0.5,0.25,-0.25,0.25,-0.25,0,0,0,0,5.6,-0.1,5.7,-0.2,5.9,-0.4,4.6,0.9,32.2,0,32.1,0.1,32.1,0.1,32.5,-0.3,148.9,0,184.5,-35.6,184.5,-35.6,184.5,-35.6,18,-4,19,-5,0,14,-8,22,0
1/1/2010,3.2,3.3,0.3,2.3,-4.7,-9.2,2.9,0.3,844,-0.6,-0.4,55.9,5.2,15.1,24.8,18.5,4.3,5.8,2.1,-0.4,3.2,0.7,0.9,3.6,1.1,0.8,3.2,0.7,1.1,3.75,0,0.8877,69.5,5.3,5.4,0.7,32.2,148.9,132.4,1.3,20,0.3,0,0.7,-0.4,1,-0.7,0.7,-0.4,1.2,0.9,1.2,0.9,1.4,0.7,3.7,-1.6,-1.3,0.9,-1.3,0.9,-1.1,0.7,1.2,-1.6,3.1,0.1,3.1,0.1,3.6,-0.4,4.3,-1.1,0.6,0.1,0.6,0.1,1.1,-0.4,1.8,-1.1,0.3,0.4,0.3,0.4,0.3,0.4,0.3,0.4,3.75,0,3.5,0.25,3,0.75,3.25,0.5,0,0,0.25,-0.25,0,0,-1,1,5.5,-0.2,5.6,-0.3,5.7,-0.4,4.9,0.4,32.2,0,32.2,0,32.1,0.1,32.4,-0.2,148.9,0,184.5,-35.6,184.5,-35.6,184.5,-35.6,14,6,21,-1,9,11,-10,30,0
